Date,C,Co,H,O,P,Pi,Total,Shannon,Pielou,Brillouin,Simpson
2000-10-01,0.0359802984701395,0.0906261442694983,0.0921131364371131,0.3796518741459842,0.3717882308812103,0.0298403157960543,0.9867809994662458,0.814961222695888,0.5405241845208851,1.0,0.0
2001-03-01,0.0276144638135097,0.1216672199081653,0.114553268854131,0.3870503886225432,0.3118886875472713,0.0372259712543794,0.8823389094924796,0.8497537954594153,0.5636004076547642,1.0,0.0
2001-05-31,0.0847037248594534,0.0667708865706641,0.1032453476836124,0.6424706129934161,0.085417731413282,0.0173916964795718,1.0,0.6935691391561559,0.4600107132841193,1.0,0.0
2001-10-01,0.0305395438533599,0.1230241841632433,0.0776330147648486,0.4450540441579985,0.277986593830744,0.0457626192298055,0.8897055993945784,0.8282709185496975,0.5493518591356391,1.0,0.0
2002-03-01,0.0284754935868811,0.135579194913121,0.1031783348584686,0.3174437630090666,0.3767932287533065,0.0385299848791561,0.7925371376231571,0.8539553625965263,0.5663871030057208,1.0,0.0
2002-05-31,0.1163590543373854,0.0744569876369795,0.1216574916598671,0.6182852893483851,0.0624244740293944,0.0068167029879881,0.7276929320867029,0.7024932222384658,0.4659296240203939,1.0,0.0
2002-10-01,0.0375733277896405,0.1352053861592135,0.1208200304829928,0.3109255010524536,0.3592043095749105,0.036271444940789,0.7456710000606389,0.8751842902188238,0.5804672193005022,1.0,0.0
2003-03-01,0.0492365172563915,0.1260454841763623,0.1181676414153396,0.2707351962204782,0.4008025264379942,0.0350126344934339,0.664499040920384,0.8744545998573977,0.5799832511354184,1.0,0.0
2003-05-31,0.1011535326938749,0.068125300399139,0.1378701439826134,0.610034898543456,0.0746766137964182,0.0081395105844983,0.7193127499022939,0.7129660816496411,0.4728757628490629,1.0,0.0
2003-10-01,0.0370680116430424,0.0881757024212152,0.0964341597160469,0.4456906566609654,0.2998028194426289,0.032828650116101,0.9449413630553922,0.8138337066516587,0.5397763579085645,1.0,0.0
2004-03-01,0.0375499551635036,0.0898201588256934,0.1365257436623421,0.3569208281743484,0.3425899161340147,0.0365933980400973,0.7682510545221691,0.8558341524260946,0.5676332130195865,1.0,0.0
2004-05-31,0.1113165950003644,0.077199183732964,0.1230048830260185,0.6228135704394724,0.0576761897820858,0.0079895780190948,0.8250007515858462,0.6987055532765238,0.46341744721998596,1.0,0.0
2004-10-01,0.0387518340588261,0.0959452523891252,0.0793898842830155,0.3663598391921422,0.3769848875122712,0.0425683025646196,0.8539901111596162,0.8294068223413449,0.5501052489333075,1.0,0.0
2005-03-01,0.0445847962258162,0.1017516461641017,0.0991798680124666,0.3399399459660897,0.3796347967993971,0.0349089468321284,0.6664727570517849,0.8468985871954763,0.5617066867321935,1.0,0.0
2005-05-31,0.0897449475741616,0.0661172143537997,0.1332550235410789,0.6590250430864328,0.0428457264998411,0.0090120449446856,0.7806045756546313,0.6513607573551209,0.43201594430912454,1.0,0.0
2005-10-01,0.0498717851850391,0.0957135271228023,0.1053241799022103,0.4587532563149055,0.2561316374935343,0.0342056139815083,0.7085174080622786,0.8358050216676893,0.5543488636930798,1.0,0.0
2006-03-01,0.0428278854702406,0.1224417908117007,0.2751217315703025,0.1954919436224612,0.3008719218663585,0.0632447266589363,0.5643466156745868,0.9345051463313757,0.6198118610851125,1.0,0.0
2006-05-31,0.1257130373570891,0.0971551326552904,0.1918586304828021,0.5050853217467292,0.0704056120591305,0.0097822656989586,0.6192616420647566,0.8055150665350257,0.5342590080762725,1.0,0.0
2006-10-01,0.05375376381501,0.1374660958146324,0.1026363797520795,0.3542666373640614,0.3216455356487674,0.030231587605449,0.6637695073192509,0.8759672779018737,0.5809865369895946,1.0,0.0
2007-01-31,0.0,0.0,0.0,1.0,0.0,0.0,0.025396085740913326,-5.832672651575194e-11,-inf,1.0,0.0
2007-03-01,0.0508398274849842,0.0920642645982028,0.1198160186912042,0.2715778031784377,0.4370835221001382,0.0286185639470328,0.745216994245633,0.8414960236913955,0.5581234288408481,1.0,0.0
2007-05-31,0.1151866646182209,0.0786603164848671,0.1885594305320838,0.5351564500435295,0.0732959491985456,0.0091411891227531,0.5870486726993958,0.7772398201811357,0.5155054109087827,1.0,0.0
2007-10-01,0.0404953591317897,0.0684564404370732,0.1050526507336217,0.2629964943345185,0.4759352525625089,0.0470638028004878,0.7646934204873108,0.8157607489370253,0.5410544714320392,1.0,0.0
2008-03-01,0.1299721317303447,0.0873460461236231,0.1678484845097253,0.3877850734121613,0.1575830729034438,0.0694651913207017,0.4844499375180452,0.9457609780870341,0.6272773074295479,1.0,0.0
2008-04-30,0.1992180860105388,0.0235707405518726,0.429712731599524,0.2595614482406935,0.066859312142331,0.0210776814550399,0.13264738598442713,0.8078255549766907,0.5357914428056755,1.0,0.0
2008-05-31,0.1571668745593578,0.0314008351862899,0.4035468300883996,0.292152502847226,0.0963718205976462,0.0193611367210803,0.13858491416889637,0.8323408413957589,0.5520512412242163,1.0,0.0
2008-10-01,0.0973816846105786,0.0981084136002098,0.2021281213143293,0.4024746007820975,0.119818678794654,0.0800885008981305,0.4668780608341931,0.9335111883955878,0.6191526170772657,1.0,0.0
2009-03-01,0.1063667367606018,0.0804661912747483,0.165580991759132,0.3453139944924331,0.2263111629602298,0.0759609227528549,0.2081796143713405,0.955457521906363,0.6337085538430594,1.0,0.0
2009-04-30,0.1615549971237397,0.011535317448303,0.467225771291895,0.2554724635926004,0.0745102788458627,0.029701171697599,0.24824128912004328,0.7862854437699125,0.5215049335580106,1.0,0.0
2009-10-01,0.0804201893697881,0.0642705692822772,0.1846013191885187,0.409535699712344,0.2010750667545529,0.0600971556925189,0.21116590390902976,0.9029671014824148,0.598894208197315,1.0,0.0
2010-03-01,0.0858534126598609,0.0568866108274688,0.210825404567166,0.2640538946540971,0.2848607730157462,0.0975199042756608,0.1789316412925578,0.9556136870143558,0.6338121305719854,1.0,0.0
2010-05-31,0.1975019881180708,0.0068297703138887,0.5301492258034336,0.2205173784909014,0.0254479113065444,0.0195537259671609,0.16066650632835283,0.6967527429173468,0.46212224298508214,1.0,0.0
2010-10-01,0.0630964295153085,0.0488475007307256,0.1402763504949409,0.5630339051062805,0.1249325479518558,0.0598132662008885,0.25005532297034966,0.7868713938568409,0.5218935657825713,1.0,0.0
2011-03-01,0.0832734726206309,0.065602559447575,0.1920860110324307,0.456874967581326,0.1365604298704623,0.065602559447575,0.18619056442877085,0.8813720509815874,0.5845712603851063,1.0,0.0
2011-04-30,0.1971958584987057,0.0028904227782571,0.4249352890422778,0.2935289042277825,0.0689387402933563,0.0125107851596203,0.17421759913417312,0.7580825349917274,0.5027993143900003,1.0,0.0
2011-10-01,0.1421170849529451,0.0897305410225979,0.2042895696965703,0.3150126700185566,0.1651302515370495,0.0837198827722803,0.14210860577495782,0.9839792698321135,0.6526256435270055,1.0,0.0
2012-03-01,0.1470781450483776,0.0950257277117814,0.1997154307046549,0.3216779259256656,0.1642832175485663,0.0722195530609539,0.1449695750623908,0.9791029120933895,0.6493913923543708,1.0,0.0
2012-05-31,0.2937031484257871,0.004647676161919,0.3604572713643178,0.2803973013493253,0.0273238380809595,0.0334707646176911,0.2005231037489102,0.7706223615419684,0.5111163720994217,1.0,0.0
2012-10-01,0.2082307161988726,0.1102977204038169,0.1418113548049075,0.2769215344785486,0.1925833213399978,0.0701553527738563,0.15101166263450666,0.9951105642883994,0.6600084903313509,1.0,0.0
2013-05-31,0.2991906594135597,0.0130688602892397,0.3700411304232453,0.2711954358498076,0.0260713811861483,0.0204325328379992,0.11329405044644199,0.7664410717885681,0.5083431257519134,1.0,0.0
2013-10-01,0.4218376512553456,0.0608419689310594,0.0870839090659709,0.208010937406703,0.1640677689215258,0.058157764419395,0.2206143711614742,0.8956565288078473,0.5940454605228802,1.0,0.0
2014-03-01,0.17350853619228,0.116370862035563,0.1588754317211393,0.3432269258262747,0.1193547302928851,0.0886635139318575,0.13120313536672953,0.9810865432733568,0.6507070385422903,1.0,0.0
2014-04-30,0.2820838627700127,0.0172808132147395,0.3839263024142312,0.2689326556543837,0.0315756035578144,0.0162007623888182,0.1182996121817034,0.7720930707725373,0.5120918220783678,1.0,0.0
2014-10-01,0.2998676989163645,0.0749170504395597,0.0625418635891732,0.1803083500876011,0.3471711611480637,0.0351938758192376,0.3645645251304956,0.8880960143467765,0.5890309386047574,1.0,0.0
2015-03-01,0.3184851502779568,0.0758233730645648,0.1116822804724163,0.2415378566835921,0.1899170567232039,0.0625542827782659,0.20921105345323918,0.9547060379682055,0.6332101310573599,1.0,0.0
2015-04-30,0.3961346710161876,0.0243429556225764,0.2429987074536837,0.2032067458607743,0.1047578014402658,0.0285591186065119,0.2442203048432192,0.8531732503137313,0.5658683659270864,1.0,0.0
2015-10-01,0.4291710202013343,0.0928721734332557,0.1155374062354194,0.1785080566865037,0.1161920503150711,0.0677192931284156,0.16104528455472744,0.9175491439401184,0.6085657684980932,1.0,0.0
2016-03-01,0.4519129290095081,0.0668094018844077,0.0792752961135683,0.2532542443525222,0.0876652469171064,0.061082881722887,0.22853403164440475,0.8589392354423339,0.5696926637253149,1.0,0.0
2016-05-31,0.4476106265825328,0.0369760057875487,0.2245890438487199,0.2389373417467143,0.0191712551746312,0.0327157268598529,0.18700207437693533,0.7856010065630162,0.5210509796117241,1.0,0.0
2016-10-01,0.4551673951925058,0.0905690225127945,0.0836674072852998,0.2259740731288568,0.0884799007907405,0.0561422010898024,0.2126575116834374,0.8723848209413646,0.5786104673396121,1.0,0.0
2017-03-01,0.3719632451518345,0.0909829670456865,0.1247120339306609,0.2116411014840712,0.130983583663582,0.0697170687241646,0.15017323748744177,0.9484774304858027,0.629078998328137,1.0,0.0
2017-04-30,0.4965222043873729,0.0397392869302981,0.2110511211634807,0.2202928157984337,0.0176565008025682,0.0147380709178461,0.1545185341069657,0.7412240319598169,0.49161788839107673,1.0,0.0
2017-10-01,0.5239313235232157,0.0796240287530853,0.0835658123547232,0.1287299941764956,0.1388840261670048,0.045264815025475,0.20881023039263089,0.8315932391762076,0.551555392993877,1.0,0.0
2018-03-01,0.4661068954030739,0.096207775388087,0.0956323521548353,0.1499781532623506,0.1423744611121218,0.0497003626795313,0.21250301362289778,0.8846895163126937,0.5867715739617948,1.0,0.0
2018-05-31,0.4767917958137221,0.0469903952856541,0.182719167336318,0.255653771094019,0.0234569318486205,0.014387938621666,0.19641192917054986,0.761260283725193,0.5049069607355365,1.0,0.0
2018-10-01,0.3858643356917824,0.086556663138726,0.0771937635139073,0.2328021268472492,0.1624918351381533,0.0550912756701817,0.23146100584953092,0.9164665721035591,0.6078477511951278,1.0,0.0
2019-03-01,0.3334613644641314,0.0863890705761791,0.1034258498717984,0.2247262085364242,0.2048840685630542,0.0471134379884124,0.20987624316123243,0.9429510183460446,0.6254135976538723,1.0,0.0
2019-05-31,0.3729293501345037,0.0647033838312331,0.2243145028080607,0.2563594317806409,0.0551701354476379,0.0265231959979234,0.15925352493761838,0.8663569962000963,0.5746125040476523,1.0,0.0
2019-10-01,0.356153539288332,0.0844975582175344,0.083221993283202,0.1832153032955896,0.2411212618226677,0.0517903440926742,0.24868180956523928,0.9277696744108781,0.6153445497998629,1.0,0.0
2020-03-01,0.377530234885729,0.0784662190234864,0.0901723906020283,0.1778276018606885,0.2068654865164641,0.0691380671116034,0.23297057514121206,0.9344993916833768,0.6198080443066817,1.0,0.0
2020-05-31,0.3994250208661782,0.0415159664904633,0.2206250579616062,0.2297134378187888,0.088688985749173,0.0200315311137902,0.24313050536632294,0.8534165376436287,0.5660297265930112,1.0,0.0
2020-10-01,0.3880844736844858,0.0834124172689332,0.095289583171364,0.1448401664204733,0.2418175916767343,0.0465557677780092,0.21417504656769185,0.9124956009332484,0.6052139989455572,1.0,0.0
2021-03-01,0.3225291858526131,0.0760598707612902,0.0889702266552772,0.2197533916536393,0.2383979663789773,0.0542893586982026,0.18992685285176314,0.9385566357156616,0.6224990171540749,1.0,0.0
2021-04-30,0.369161573059624,0.0445930880713489,0.261984392419175,0.2133933033483258,0.0917233690846884,0.0191442740168377,0.19551002615518745,0.8643764815377576,0.5732989248944613,1.0,0.0
2021-10-01,0.3061512831426989,0.0811744403064926,0.0956108820082011,0.1708013817903033,0.2832308662229247,0.0630311465293791,0.24223297219063553,0.9472482580469757,0.628263747968206,1.0,0.0
2022-03-01,0.212456738770226,0.0812266185172429,0.1064135014824225,0.215273158351825,0.3334636090091539,0.0511663738691294,0.22735500174871673,0.9451117864734152,0.6268467301728922,1.0,0.0
2022-06-30,0.3959304381368735,0.0271947024976694,0.2391590857951075,0.1992670931241763,0.1175544054775145,0.0208942749686585,0.23381084087424467,0.8521209817624399,0.5651704473209689,1.0,0.0
2022-10-01,0.2653506550203009,0.0622158508513911,0.0973943861389616,0.2527952818372416,0.2591014548114895,0.063142371340615,0.23571032398105912,0.9470159586482716,0.6281096750631986,1.0,0.0
2023-03-01,0.2387801272727509,0.0839716441219912,0.0966825417290648,0.2297141438308443,0.3115230514945425,0.039328491550806,0.22184167053795253,0.9357708525029758,0.6206513424950182,1.0,0.0
2023-04-30,0.3395064019298571,0.0325106698830951,0.2352570050102059,0.2294303210243087,0.1412878084987938,0.0220077936537391,0.20251480624116885,0.8847110843909145,0.5867858790202042,1.0,0.0
2023-10-01,0.262206821007152,0.070754808319144,0.1104064173746235,0.2067341640773152,0.2953345201104503,0.0545632691113148,0.2616554911797507,0.9486591761769528,0.6291995414150511,1.0,0.0
